season,holiday,workingday,weather,temp,atemp,humidity,windspeed,hour,weekday,month,year,is_weekend,morning_rush,evening_rush,weekend_daytime,is_night,hour_workingday,hour_weekend,temp_atemp_diff,discomfort_index,is_humidity_zero,bad_weather
1,0,0,1,9.02,11.365,47,11.0014,23,6,1,0,1,0,0,0,0,0,23,-2.3450000000000006,4.2394,0,0
1,0,1,1,9.02,9.85,44,23.9994,0,0,1,0,0,0,0,0,1,0,0,-0.8300000000000001,3.9688,0,0
1,0,1,1,8.2,8.335,44,27.9993,1,0,1,0,0,0,0,0,1,1,0,-0.13500000000000156,3.6079999999999997,0,0
1,0,1,1,6.56,6.82,47,26.0027,4,0,1,0,0,0,0,0,1,4,0,-0.2600000000000007,3.0831999999999997,0,0
1,0,1,1,6.56,6.82,47,19.0012,5,0,1,0,0,0,0,0,1,5,0,-0.2600000000000007,3.0831999999999997,0,0
1,0,1,1,5.74,5.305,50,26.0027,6,0,1,0,0,0,0,0,0,6,0,0.4350000000000005,2.87,0,0
1,0,1,1,5.74,6.82,50,12.998,7,0,1,0,0,1,0,0,0,7,0,-1.08,2.87,0,0
1,0,1,1,5.74,6.06,50,19.0012,8,0,1,0,0,1,0,0,0,8,0,-0.3199999999999994,2.87,0,0
1,0,1,1,6.56,6.82,43,26.0027,9,0,1,0,0,1,0,0,0,9,0,-0.2600000000000007,2.8207999999999998,0,0
1,0,1,1,7.38,8.335,43,16.9979,10,0,1,0,0,0,0,0,0,10,0,-0.955000000000001,3.1733999999999996,0,0
1,0,1,1,8.2,9.09,40,22.0028,11,0,1,0,0,0,0,0,0,11,0,-0.8900000000000006,3.28,0,0
1,0,1,1,9.02,10.605,35,19.9995,12,0,1,0,0,0,0,0,0,12,0,-1.5850000000000009,3.157,0,0
1,0,1,1,9.84,10.605,35,19.0012,13,0,1,0,0,0,0,0,0,13,0,-0.7650000000000006,3.444,0,0
1,0,1,1,10.66,12.12,30,19.0012,14,0,1,0,0,0,0,0,0,14,0,-1.459999999999999,3.198,0,0
1,0,1,1,10.66,12.12,30,16.9979,15,0,1,0,0,0,0,0,0,15,0,-1.459999999999999,3.198,0,0
1,0,1,1,10.66,12.12,30,16.9979,16,0,1,0,0,0,0,0,0,16,0,-1.459999999999999,3.198,0,0
1,0,1,1,9.84,11.365,30,15.0013,17,0,1,0,0,0,1,0,0,17,0,-1.5250000000000004,2.952,0,0
1,0,1,1,9.84,12.88,32,7.0015,18,0,1,0,0,0,1,0,0,18,0,-3.040000000000001,3.1488,0,0
1,0,1,1,8.2,12.88,47,0.0,19,0,1,0,0,0,1,0,0,19,0,-4.6800000000000015,3.8539999999999996,0,0
1,0,1,1,8.2,11.365,47,7.0015,20,0,1,0,0,0,0,0,0,20,0,-3.165000000000001,3.8539999999999996,0,0
1,0,1,1,7.38,9.85,64,8.9981,21,0,1,0,0,0,0,0,0,21,0,-2.4699999999999998,4.7232,0,0
1,0,1,1,5.74,7.575,69,8.9981,22,0,1,0,0,0,0,0,0,22,0,-1.835,3.9606,0,0
1,0,1,1,7.38,10.605,55,7.0015,23,0,1,0,0,0,0,0,0,23,0,-3.2250000000000005,4.059,0,0
1,0,1,1,6.56,9.09,55,7.0015,0,1,1,0,0,0,0,0,1,0,0,-2.5300000000000002,3.6079999999999997,0,0
1,0,1,1,6.56,9.09,59,7.0015,1,1,1,0,0,0,0,0,1,1,0,-2.5300000000000002,3.8703999999999996,0,0
1,0,1,1,5.74,7.575,63,8.9981,2,1,1,0,0,0,0,0,1,2,0,-1.835,3.6162,0,0
1,0,1,1,5.74,9.09,63,6.0032,4,1,1,0,0,0,0,0,1,4,0,-3.3499999999999996,3.6162,0,0
1,0,1,1,4.92,7.575,68,7.0015,5,1,1,0,0,0,0,0,1,5,0,-2.6550000000000002,3.3456,0,0
1,0,1,1,4.92,7.575,74,7.0015,6,1,1,0,0,0,0,0,0,6,0,-2.6550000000000002,3.6408,0,0
1,0,1,1,4.92,7.575,74,8.9981,7,1,1,0,0,1,0,0,0,7,0,-2.6550000000000002,3.6408,0,0
1,0,1,1,5.74,7.575,69,11.0014,8,1,1,0,0,1,0,0,0,8,0,-1.835,3.9606,0,0
1,0,1,1,6.56,7.575,64,15.0013,9,1,1,0,0,1,0,0,0,9,0,-1.0150000000000006,4.1983999999999995,0,0
1,0,1,2,6.56,6.82,69,22.0028,10,1,1,0,0,0,0,0,0,10,0,-0.2600000000000007,4.5264,0,0
1,0,1,1,9.02,10.605,51,19.9995,11,1,1,0,0,0,0,0,0,11,0,-1.5850000000000009,4.6002,0,0
1,0,1,1,9.02,11.365,51,11.0014,12,1,1,0,0,0,0,0,0,12,0,-2.3450000000000006,4.6002,0,0
1,0,1,1,9.84,11.365,56,12.998,13,1,1,0,0,0,0,0,0,13,0,-1.5250000000000004,5.5104,0,0
1,0,1,1,10.66,12.88,52,15.0013,14,1,1,0,0,0,0,0,0,14,0,-2.2200000000000006,5.543200000000001,0,0
1,0,1,1,11.48,13.635,52,16.9979,15,1,1,0,0,0,0,0,0,15,0,-2.1549999999999994,5.969600000000001,0,0
1,0,1,1,12.3,14.395,49,16.9979,16,1,1,0,0,0,0,0,0,16,0,-2.094999999999999,6.027,0,0
1,0,1,1,11.48,13.635,48,15.0013,17,1,1,0,0,0,1,0,0,17,0,-2.1549999999999994,5.5104,0,0
1,0,1,1,10.66,12.88,48,12.998,18,1,1,0,0,0,1,0,0,18,0,-2.2200000000000006,5.1168000000000005,0,0
1,0,1,1,9.84,12.88,48,7.0015,19,1,1,0,0,0,1,0,0,19,0,-3.040000000000001,4.7232,0,0
1,0,1,1,9.84,12.88,48,7.0015,20,1,1,0,0,0,0,0,0,20,0,-3.040000000000001,4.7232,0,0
1,0,1,1,9.02,13.635,64,0.0,21,1,1,0,0,0,0,0,0,21,0,-4.615,5.7728,0,0
1,0,1,1,9.02,12.88,64,6.0032,22,1,1,0,0,0,0,0,0,22,0,-3.860000000000001,5.7728,0,0
1,0,1,1,8.2,11.365,69,6.0032,23,1,1,0,0,0,0,0,0,23,0,-3.165000000000001,5.6579999999999995,0,0
1,0,1,1,8.2,12.88,64,0.0,0,2,1,0,0,0,0,0,1,0,0,-4.6800000000000015,5.247999999999999,0,0
1,0,1,1,6.56,9.85,74,6.0032,1,2,1,0,0,0,0,0,1,1,0,-3.29,4.8544,0,0
1,0,1,1,6.56,9.85,74,6.0032,2,2,1,0,0,0,0,0,1,2,0,-3.29,4.8544,0,0
1,0,1,1,9.84,11.365,48,15.0013,4,2,1,0,0,0,0,0,1,4,0,-1.5250000000000004,4.7232,0,0
1,0,1,1,9.02,11.365,47,11.0014,5,2,1,0,0,0,0,0,1,5,0,-2.3450000000000006,4.2394,0,0
1,0,1,1,8.2,9.85,47,15.0013,6,2,1,0,0,0,0,0,0,6,0,-1.6500000000000004,3.8539999999999996,0,0
1,0,1,1,7.38,9.09,43,12.998,7,2,1,0,0,1,0,0,0,7,0,-1.71,3.1733999999999996,0,0
1,0,1,1,8.2,9.09,40,19.9995,8,2,1,0,0,1,0,0,0,8,0,-0.8900000000000006,3.28,0,0
1,0,1,1,9.02,9.85,37,22.0028,9,2,1,0,0,1,0,0,0,9,0,-0.8300000000000001,3.3374,0,0
1,0,1,1,9.02,9.85,37,22.0028,10,2,1,0,0,0,0,0,0,10,0,-0.8300000000000001,3.3374,0,0
1,0,1,1,10.66,11.365,33,22.0028,11,2,1,0,0,0,0,0,0,11,0,-0.7050000000000001,3.5178000000000003,0,0
1,0,1,1,10.66,11.365,33,22.0028,12,2,1,0,0,0,0,0,0,12,0,-0.7050000000000001,3.5178000000000003,0,0
1,0,1,1,11.48,12.88,30,19.9995,13,2,1,0,0,0,0,0,0,13,0,-1.4000000000000004,3.4440000000000004,0,0
1,0,1,1,12.3,14.395,28,12.998,14,2,1,0,0,0,0,0,0,14,0,-2.094999999999999,3.4440000000000004,0,0
1,0,1,1,12.3,14.395,28,12.998,15,2,1,0,0,0,0,0,0,15,0,-2.094999999999999,3.4440000000000004,0,0
1,0,1,1,12.3,15.91,28,6.0032,16,2,1,0,0,0,0,0,0,16,0,-3.6099999999999994,3.4440000000000004,0,0
1,0,1,1,9.84,11.365,38,12.998,17,2,1,0,0,0,1,0,0,17,0,-1.5250000000000004,3.7392000000000003,0,0
1,0,1,1,9.84,12.12,38,8.9981,18,2,1,0,0,0,1,0,0,18,0,-2.2799999999999994,3.7392000000000003,0,0
1,0,1,1,9.84,12.88,38,7.0015,19,2,1,0,0,0,1,0,0,19,0,-3.040000000000001,3.7392000000000003,0,0
1,0,1,1,9.02,11.365,47,11.0014,20,2,1,0,0,0,0,0,0,20,0,-2.3450000000000006,4.2394,0,0
1,0,1,1,8.2,9.85,51,12.998,21,2,1,0,0,0,0,0,0,21,0,-1.6500000000000004,4.1819999999999995,0,0
1,0,1,1,7.38,9.85,55,8.9981,22,2,1,0,0,0,0,0,0,22,0,-2.4699999999999998,4.059,0,0
1,0,1,1,8.2,12.88,47,0.0,23,2,1,0,0,0,0,0,0,23,0,-4.6800000000000015,3.8539999999999996,0,0
1,0,1,1,7.38,12.12,55,0.0,0,3,1,0,0,0,0,0,1,0,0,-4.739999999999999,4.059,0,0
1,0,1,1,6.56,11.365,64,0.0,1,3,1,0,0,0,0,0,1,1,0,-4.805000000000001,4.1983999999999995,0,0
1,0,1,1,6.56,11.365,64,0.0,2,3,1,0,0,0,0,0,1,2,0,-4.805000000000001,4.1983999999999995,0,0
1,0,1,2,6.56,9.85,64,6.0032,4,3,1,0,0,0,0,0,1,4,0,-3.29,4.1983999999999995,0,0
1,0,1,2,5.74,9.09,69,6.0032,5,3,1,0,0,0,0,0,1,5,0,-3.3499999999999996,3.9606,0,0
1,0,1,2,5.74,8.335,63,7.0015,6,3,1,0,0,0,0,0,0,6,0,-2.5950000000000006,3.6162,0,0
1,0,1,2,6.56,11.365,59,0.0,7,3,1,0,0,1,0,0,0,7,0,-4.805000000000001,3.8703999999999996,0,0
1,0,1,1,6.56,11.365,59,0.0,8,3,1,0,0,1,0,0,0,8,0,-4.805000000000001,3.8703999999999996,0,0
1,0,1,2,7.38,12.12,51,0.0,9,3,1,0,0,1,0,0,0,9,0,-4.739999999999999,3.7638,0,0
1,0,1,1,8.2,12.88,47,0.0,10,3,1,0,0,0,0,0,0,10,0,-4.6800000000000015,3.8539999999999996,0,0
1,0,1,1,9.02,12.88,44,6.0032,11,3,1,0,0,0,0,0,0,11,0,-3.860000000000001,3.9688,0,0
1,0,1,1,10.66,14.395,35,0.0,12,3,1,0,0,0,0,0,0,12,0,-3.7349999999999994,3.7310000000000003,0,0
1,0,1,1,10.66,13.635,35,7.0015,13,3,1,0,0,0,0,0,0,13,0,-2.9749999999999996,3.7310000000000003,0,0
1,0,1,1,11.48,13.635,36,11.0014,14,3,1,0,0,0,0,0,0,14,0,-2.1549999999999994,4.1328000000000005,0,0
1,0,1,1,11.48,13.635,36,0.0,15,3,1,0,0,0,0,0,0,15,0,-2.1549999999999994,4.1328000000000005,0,0
1,0,1,1,10.66,12.88,38,11.0014,16,3,1,0,0,0,0,0,0,16,0,-2.2200000000000006,4.0508,0,0
1,0,1,1,9.02,11.365,51,11.0014,17,3,1,0,0,0,1,0,0,17,0,-2.3450000000000006,4.6002,0,0
1,0,1,1,9.02,11.365,51,8.9981,18,3,1,0,0,0,1,0,0,18,0,-2.3450000000000006,4.6002,0,0
1,0,1,1,9.02,12.88,55,6.0032,19,3,1,0,0,0,1,0,0,19,0,-3.860000000000001,4.960999999999999,0,0
1,0,1,1,8.2,10.605,51,11.0014,20,3,1,0,0,0,0,0,0,20,0,-2.405000000000001,4.1819999999999995,0,0
1,0,1,2,9.02,10.605,55,15.0013,21,3,1,0,0,0,0,0,0,21,0,-1.5850000000000009,4.960999999999999,0,0
1,0,1,2,9.02,10.605,51,19.0012,22,3,1,0,0,0,0,0,0,22,0,-1.5850000000000009,4.6002,0,0
1,0,1,2,8.2,9.85,59,12.998,23,3,1,0,0,0,0,0,0,23,0,-1.6500000000000004,4.837999999999999,0,0
1,0,1,2,8.2,9.85,64,12.998,0,4,1,0,0,0,0,0,1,0,0,-1.6500000000000004,5.247999999999999,0,0
1,0,1,2,8.2,9.85,69,15.0013,1,4,1,0,0,0,0,0,1,1,0,-1.6500000000000004,5.6579999999999995,0,0
1,0,1,2,8.2,9.85,69,15.0013,2,4,1,0,0,0,0,0,1,2,0,-1.6500000000000004,5.6579999999999995,0,0
1,0,1,2,8.2,10.605,69,8.9981,4,4,1,0,0,0,0,0,1,4,0,-2.405000000000001,5.6579999999999995,0,0
1,0,1,3,9.02,13.635,55,0.0,5,4,1,0,0,0,0,0,1,5,0,-4.615,4.960999999999999,0,1
1,0,1,2,8.2,12.88,69,0.0,6,4,1,0,0,0,0,0,0,6,0,-4.6800000000000015,5.6579999999999995,0,0
1,0,1,1,8.2,10.605,69,8.9981,7,4,1,0,0,1,0,0,0,7,0,-2.405000000000001,5.6579999999999995,0,0
1,0,1,1,8.2,9.85,51,16.9979,8,4,1,0,0,1,0,0,0,8,0,-1.6500000000000004,4.1819999999999995,0,0
1,0,1,1,8.2,9.09,47,19.9995,9,4,1,0,0,1,0,0,0,9,0,-0.8900000000000006,3.8539999999999996,0,0
1,0,1,1,9.02,9.85,37,22.0028,10,4,1,0,0,0,0,0,0,10,0,-0.8300000000000001,3.3374,0,0
1,0,1,2,8.2,9.85,40,15.0013,11,4,1,0,0,0,0,0,0,11,0,-1.6500000000000004,3.28,0,0
1,0,1,2,8.2,9.85,37,16.9979,12,4,1,0,0,0,0,0,0,12,0,-1.6500000000000004,3.034,0,0
1,0,1,2,8.2,9.09,37,19.0012,13,4,1,0,0,0,0,0,0,13,0,-0.8900000000000006,3.034,0,0
1,0,1,2,8.2,9.85,40,16.9979,14,4,1,0,0,0,0,0,0,14,0,-1.6500000000000004,3.28,0,0
1,0,1,2,8.2,10.605,37,11.0014,15,4,1,0,0,0,0,0,0,15,0,-2.405000000000001,3.034,0,0
1,0,1,2,8.2,10.605,37,11.0014,16,4,1,0,0,0,0,0,0,16,0,-2.405000000000001,3.034,0,0
1,0,1,2,8.2,12.88,37,0.0,17,4,1,0,0,0,1,0,0,17,0,-4.6800000000000015,3.034,0,0
1,0,1,1,8.2,11.365,40,6.0032,18,4,1,0,0,0,1,0,0,18,0,-3.165000000000001,3.28,0,0
1,0,1,1,6.56,9.85,55,6.0032,19,4,1,0,0,0,1,0,0,19,0,-3.29,3.6079999999999997,0,0
1,0,1,1,7.38,10.605,47,7.0015,20,4,1,0,0,0,0,0,0,20,0,-3.2250000000000005,3.4686000000000003,0,0
1,0,1,1,7.38,9.85,47,8.9981,21,4,1,0,0,0,0,0,0,21,0,-2.4699999999999998,3.4686000000000003,0,0
1,0,1,2,7.38,9.85,43,11.0014,22,4,1,0,0,0,0,0,0,22,0,-2.4699999999999998,3.1733999999999996,0,0
1,0,1,2,7.38,9.85,51,11.0014,23,4,1,0,0,0,0,0,0,23,0,-2.4699999999999998,3.7638,0,0
1,0,0,2,7.38,9.85,51,11.0014,0,5,1,0,1,0,0,0,1,0,0,-2.4699999999999998,3.7638,0,0
1,0,0,2,7.38,10.605,55,6.0032,1,5,1,0,1,0,0,0,1,0,1,-3.2250000000000005,4.059,0,0
1,0,0,2,7.38,12.12,55,0.0,2,5,1,0,1,0,0,0,1,0,2,-4.739999999999999,4.059,0,0
1,0,0,3,7.38,9.85,55,11.0014,3,5,1,0,1,0,0,0,1,0,3,-2.4699999999999998,4.059,0,1
1,0,0,3,7.38,9.85,55,11.0014,4,5,1,0,1,0,0,0,1,0,4,-2.4699999999999998,4.059,0,1
1,0,0,2,6.56,8.335,74,11.0014,5,5,1,0,1,0,0,0,1,0,5,-1.7750000000000012,4.8544,0,0
1,0,0,2,6.56,8.335,74,11.0014,6,5,1,0,1,0,0,0,0,0,6,-1.7750000000000012,4.8544,0,0
1,0,0,2,6.56,9.09,74,7.0015,7,5,1,0,1,0,0,0,0,0,7,-2.5300000000000002,4.8544,0,0
1,0,0,3,6.56,9.09,93,7.0015,8,5,1,0,1,0,0,0,0,0,8,-2.5300000000000002,6.1008,0,1
1,0,0,3,6.56,9.09,93,7.0015,9,5,1,0,1,0,0,0,0,0,9,-2.5300000000000002,6.1008,0,1
1,0,0,2,7.38,9.85,80,11.0014,10,5,1,0,1,0,0,0,0,0,10,-2.4699999999999998,5.904,0,0
1,0,0,2,8.2,9.09,69,26.0027,11,5,1,0,1,0,0,1,0,0,11,-0.8900000000000006,5.6579999999999995,0,0
1,0,0,2,8.2,9.09,59,23.9994,12,5,1,0,1,0,0,1,0,0,12,-0.8900000000000006,4.837999999999999,0,0
1,0,0,1,8.2,9.09,44,22.0028,13,5,1,0,1,0,0,1,0,0,13,-0.8900000000000006,3.6079999999999997,0,0
1,0,0,1,8.2,8.335,32,32.9975,14,5,1,0,1,0,0,1,0,0,14,-0.13500000000000156,2.6239999999999997,0,0
1,0,0,1,8.2,8.335,32,30.0026,15,5,1,0,1,0,0,1,0,0,15,-0.13500000000000156,2.6239999999999997,0,0
1,0,0,1,7.38,6.82,29,30.0026,16,5,1,0,1,0,0,1,0,0,16,0.5599999999999996,2.1402,0,0
1,0,0,1,6.56,6.06,37,36.9974,17,5,1,0,1,0,0,0,0,0,17,0.5,2.4272,0,0
1,0,0,1,5.74,6.06,39,19.9995,18,5,1,0,1,0,0,0,0,0,18,-0.3199999999999994,2.2386,0,0
1,0,0,1,5.74,6.06,36,16.9979,19,5,1,0,1,0,0,0,0,0,19,-0.3199999999999994,2.0664000000000002,0,0
1,0,0,1,4.92,6.06,36,16.9979,20,5,1,0,1,0,0,0,0,0,20,-1.1399999999999997,1.7712,0,0
1,0,0,1,4.92,5.305,39,23.9994,21,5,1,0,1,0,0,0,0,0,21,-0.3849999999999998,1.9188,0,0
1,0,0,1,4.92,5.305,36,26.0027,22,5,1,0,1,0,0,0,0,0,22,-0.3849999999999998,1.7712,0,0
1,0,0,1,4.1,3.03,39,30.0026,23,5,1,0,1,0,0,0,0,0,23,1.0699999999999998,1.5989999999999998,0,0
1,0,0,1,4.1,3.79,42,26.0027,0,6,1,0,1,0,0,0,1,0,0,0.3099999999999996,1.722,0,0
1,0,0,1,4.1,3.03,42,31.0009,1,6,1,0,1,0,0,0,1,0,1,1.0699999999999998,1.722,0,0
1,0,0,1,4.1,3.03,46,31.0009,2,6,1,0,1,0,0,0,1,0,2,1.0699999999999998,1.886,0,0
1,0,0,1,4.1,3.79,46,27.9993,3,6,1,0,1,0,0,0,1,0,3,0.3099999999999996,1.886,0,0
1,0,0,1,3.28,4.545,53,12.998,4,6,1,0,1,0,0,0,1,0,4,-1.2650000000000001,1.7384,0,0
1,0,0,1,3.28,4.545,53,12.998,5,6,1,0,1,0,0,0,1,0,5,-1.2650000000000001,1.7384,0,0
1,0,0,1,4.1,4.545,49,19.0012,6,6,1,0,1,0,0,0,0,0,6,-0.4450000000000003,2.009,0,0
1,0,0,1,3.28,4.545,53,12.998,7,6,1,0,1,0,0,0,0,0,7,-1.2650000000000001,1.7384,0,0
1,0,0,1,4.1,4.545,49,19.0012,8,6,1,0,1,0,0,0,0,0,8,-0.4450000000000003,2.009,0,0
1,0,0,1,4.92,3.79,46,35.0008,9,6,1,0,1,0,0,0,0,0,9,1.13,2.2632,0,0
1,0,0,1,5.74,5.305,43,26.0027,10,6,1,0,1,0,0,0,0,0,10,0.4350000000000005,2.4682000000000004,0,0
1,0,0,1,6.56,6.06,40,35.0008,11,6,1,0,1,0,0,1,0,0,11,0.5,2.6239999999999997,0,0
1,0,0,1,7.38,6.82,37,30.0026,12,6,1,0,1,0,0,1,0,0,12,0.5599999999999996,2.7306,0,0
1,0,0,1,8.2,8.335,34,30.0026,13,6,1,0,1,0,0,1,0,0,13,-0.13500000000000156,2.7879999999999994,0,0
1,0,0,1,9.02,9.09,32,31.0009,14,6,1,0,1,0,0,1,0,0,14,-0.07000000000000028,2.8864,0,0
1,0,0,1,9.02,9.85,35,23.9994,15,6,1,0,1,0,0,1,0,0,15,-0.8300000000000001,3.157,0,0
1,0,0,1,8.2,8.335,34,30.0026,16,6,1,0,1,0,0,1,0,0,16,-0.13500000000000156,2.7879999999999994,0,0
1,0,0,1,7.38,7.575,37,26.0027,17,6,1,0,1,0,0,0,0,0,17,-0.19500000000000028,2.7306,0,0
1,0,0,1,6.56,6.82,40,22.0028,18,6,1,0,1,0,0,0,0,0,18,-0.2600000000000007,2.6239999999999997,0,0
1,0,0,1,6.56,6.82,43,22.0028,19,6,1,0,1,0,0,0,0,0,19,-0.2600000000000007,2.8207999999999998,0,0
1,0,0,1,5.74,6.06,46,16.9979,20,6,1,0,1,0,0,0,0,0,20,-0.3199999999999994,2.6404,0,0
1,0,0,1,5.74,5.305,46,27.9993,21,6,1,0,1,0,0,0,0,0,21,0.4350000000000005,2.6404,0,0
1,0,0,1,5.74,6.06,46,19.9995,22,6,1,0,1,0,0,0,0,0,22,-0.3199999999999994,2.6404,0,0
1,0,0,1,4.92,6.82,50,12.998,23,6,1,0,1,0,0,0,0,0,23,-1.9000000000000004,2.46,0,0
1,0,1,1,4.92,6.06,50,19.0012,0,0,1,0,0,0,0,0,1,0,0,-1.1399999999999997,2.46,0,0
1,0,1,1,4.92,6.06,50,19.0012,1,0,1,0,0,0,0,0,1,1,0,-1.1399999999999997,2.46,0,0
1,0,1,1,4.92,6.06,50,15.0013,2,0,1,0,0,0,0,0,1,2,0,-1.1399999999999997,2.46,0,0
1,0,1,1,4.92,6.06,50,15.0013,3,0,1,0,0,0,0,0,1,3,0,-1.1399999999999997,2.46,0,0
1,0,1,1,4.1,6.06,54,8.9981,4,0,1,0,0,0,0,0,1,4,0,-1.96,2.214,0,0
