datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,wind_was_zero,hour,month
2011-01-02 10:00:00,1,0,0,2,14.76,17.425,81,15.0013,0,10,1
2011-01-02 11:00:00,1,0,0,2,14.76,16.665,71,16.9979,0,11,1
2011-01-02 12:00:00,1,0,0,2,14.76,16.665,66,19.9995,0,12,1
2011-01-02 13:00:00,1,0,0,2,14.76,17.425,66,8.9981,0,13,1
2011-01-02 14:00:00,1,0,0,3,14.76,17.425,76,12.998,0,14,1
2011-01-02 15:00:00,1,0,0,3,13.94,16.665,81,11.0014,0,15,1
2011-01-02 16:00:00,1,0,0,3,13.94,16.665,71,11.0014,0,16,1
2011-01-02 17:00:00,1,0,0,1,13.94,16.665,57,12.998,0,17,1
2011-01-02 18:00:00,1,0,0,2,14.76,16.665,46,22.0028,0,18,1
2011-01-02 19:00:00,1,0,0,1,13.12,14.395,42,30.0026,0,19,1
2011-01-02 20:00:00,1,0,0,1,12.3,13.635,39,23.9994,0,20,1
2011-01-02 21:00:00,1,0,0,1,10.66,11.365,44,22.0028,0,21,1
2011-01-02 22:00:00,1,0,0,1,9.84,10.605,44,19.9995,0,22,1
2011-01-02 23:00:00,1,0,0,1,9.02,11.365,47,11.0014,0,23,1
2011-01-03 00:00:00,1,0,1,1,9.02,9.85,44,23.9994,0,0,1
2011-01-03 01:00:00,1,0,1,1,8.2,8.335,44,27.9993,0,1,1
2011-01-03 04:00:00,1,0,1,1,6.56,6.82,47,26.0027,0,4,1
2011-01-03 05:00:00,1,0,1,1,6.56,6.82,47,19.0012,0,5,1
2011-01-03 06:00:00,1,0,1,1,5.74,5.305,50,26.0027,0,6,1
2011-01-03 07:00:00,1,0,1,1,5.74,6.82,50,12.998,0,7,1
2011-01-03 08:00:00,1,0,1,1,5.74,6.06,50,19.0012,0,8,1
2011-01-03 09:00:00,1,0,1,1,6.56,6.82,43,26.0027,0,9,1
2011-01-03 10:00:00,1,0,1,1,7.38,8.335,43,16.9979,0,10,1
2011-01-03 11:00:00,1,0,1,1,8.2,9.09,40,22.0028,0,11,1
2011-01-03 12:00:00,1,0,1,1,9.02,10.605,35,19.9995,0,12,1
2011-01-03 13:00:00,1,0,1,1,9.84,10.605,35,19.0012,0,13,1
2011-01-03 14:00:00,1,0,1,1,10.66,12.12,30,19.0012,0,14,1
2011-01-03 15:00:00,1,0,1,1,10.66,12.12,30,16.9979,0,15,1
2011-01-03 16:00:00,1,0,1,1,10.66,12.12,30,16.9979,0,16,1
2011-01-03 17:00:00,1,0,1,1,9.84,11.365,30,15.0013,0,17,1
2011-01-03 18:00:00,1,0,1,1,9.84,12.88,32,7.0015,0,18,1
2011-01-03 19:00:00,1,0,1,1,8.2,12.88,47,8.36093177742204,1,19,1
2011-01-03 20:00:00,1,0,1,1,8.2,11.365,47,7.0015,0,20,1
2011-01-03 21:00:00,1,0,1,1,7.38,9.85,64,8.9981,0,21,1
2011-01-03 22:00:00,1,0,1,1,5.74,7.575,69,8.9981,0,22,1
2011-01-03 23:00:00,1,0,1,1,7.38,10.605,55,7.0015,0,23,1
2011-01-04 00:00:00,1,0,1,1,6.56,9.09,55,7.0015,0,0,1
2011-01-04 01:00:00,1,0,1,1,6.56,9.09,59,7.0015,0,1,1
2011-01-04 02:00:00,1,0,1,1,5.74,7.575,63,8.9981,0,2,1
2011-01-04 04:00:00,1,0,1,1,5.74,9.09,63,6.0032,0,4,1
2011-01-04 05:00:00,1,0,1,1,4.92,7.575,68,7.0015,0,5,1
2011-01-04 06:00:00,1,0,1,1,4.92,7.575,74,7.0015,0,6,1
2011-01-04 07:00:00,1,0,1,1,4.92,7.575,74,8.9981,0,7,1
2011-01-04 08:00:00,1,0,1,1,5.74,7.575,69,11.0014,0,8,1
2011-01-04 09:00:00,1,0,1,1,6.56,7.575,64,15.0013,0,9,1
2011-01-04 10:00:00,1,0,1,2,6.56,6.82,69,22.0028,0,10,1
2011-01-04 11:00:00,1,0,1,1,9.02,10.605,51,19.9995,0,11,1
2011-01-04 12:00:00,1,0,1,1,9.02,11.365,51,11.0014,0,12,1
2011-01-04 13:00:00,1,0,1,1,9.84,11.365,56,12.998,0,13,1
2011-01-04 14:00:00,1,0,1,1,10.66,12.88,52,15.0013,0,14,1
2011-01-04 15:00:00,1,0,1,1,11.48,13.635,52,16.9979,0,15,1
2011-01-04 16:00:00,1,0,1,1,12.3,14.395,49,16.9979,0,16,1
2011-01-04 17:00:00,1,0,1,1,11.48,13.635,48,15.0013,0,17,1
2011-01-04 18:00:00,1,0,1,1,10.66,12.88,48,12.998,0,18,1
2011-01-04 19:00:00,1,0,1,1,9.84,12.88,48,7.0015,0,19,1
2011-01-04 20:00:00,1,0,1,1,9.84,12.88,48,7.0015,0,20,1
2011-01-04 21:00:00,1,0,1,1,9.02,13.635,64,8.780894521204786,1,21,1
2011-01-04 22:00:00,1,0,1,1,9.02,12.88,64,6.0032,0,22,1
2011-01-04 23:00:00,1,0,1,1,8.2,11.365,69,6.0032,0,23,1
2011-01-05 00:00:00,1,0,1,1,8.2,12.88,64,8.063432502994427,1,0,1
2011-01-05 01:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,1,1
2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,2,1
2011-01-05 04:00:00,1,0,1,1,9.84,11.365,48,15.0013,0,4,1
2011-01-05 05:00:00,1,0,1,1,9.02,11.365,47,11.0014,0,5,1
2011-01-05 06:00:00,1,0,1,1,8.2,9.85,47,15.0013,0,6,1
2011-01-05 07:00:00,1,0,1,1,7.38,9.09,43,12.998,0,7,1
2011-01-05 08:00:00,1,0,1,1,8.2,9.09,40,19.9995,0,8,1
2011-01-05 09:00:00,1,0,1,1,9.02,9.85,37,22.0028,0,9,1
2011-01-05 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,0,10,1
2011-01-05 11:00:00,1,0,1,1,10.66,11.365,33,22.0028,0,11,1
2011-01-05 12:00:00,1,0,1,1,10.66,11.365,33,22.0028,0,12,1
2011-01-05 13:00:00,1,0,1,1,11.48,12.88,30,19.9995,0,13,1
2011-01-05 14:00:00,1,0,1,1,12.3,14.395,28,12.998,0,14,1
2011-01-05 15:00:00,1,0,1,1,12.3,14.395,28,12.998,0,15,1
2011-01-05 16:00:00,1,0,1,1,12.3,15.91,28,6.0032,0,16,1
2011-01-05 17:00:00,1,0,1,1,9.84,11.365,38,12.998,0,17,1
2011-01-05 18:00:00,1,0,1,1,9.84,12.12,38,8.9981,0,18,1
2011-01-05 19:00:00,1,0,1,1,9.84,12.88,38,7.0015,0,19,1
2011-01-05 20:00:00,1,0,1,1,9.02,11.365,47,11.0014,0,20,1
2011-01-05 21:00:00,1,0,1,1,8.2,9.85,51,12.998,0,21,1
2011-01-05 22:00:00,1,0,1,1,7.38,9.85,55,8.9981,0,22,1
2011-01-05 23:00:00,1,0,1,1,8.2,12.88,47,8.015434647866144,1,23,1
2011-01-06 00:00:00,1,0,1,1,7.38,12.12,55,7.889428386028346,1,0,1
2011-01-06 01:00:00,1,0,1,1,6.56,11.365,64,7.927752064802728,1,1,1
2011-01-06 02:00:00,1,0,1,1,6.56,11.365,64,7.885971577399285,1,2,1
2011-01-06 04:00:00,1,0,1,2,6.56,9.85,64,6.0032,0,4,1
2011-01-06 05:00:00,1,0,1,2,5.74,9.09,69,6.0032,0,5,1
2011-01-06 06:00:00,1,0,1,2,5.74,8.335,63,7.0015,0,6,1
2011-01-06 07:00:00,1,0,1,2,6.56,11.365,59,7.9813433821445186,1,7,1
2011-01-06 08:00:00,1,0,1,1,6.56,11.365,59,8.661812318293002,1,8,1
2011-01-06 09:00:00,1,0,1,2,7.38,12.12,51,8.365098883704187,1,9,1
2011-01-06 10:00:00,1,0,1,1,8.2,12.88,47,8.882504067091865,1,10,1
2011-01-06 11:00:00,1,0,1,1,9.02,12.88,44,6.0032,0,11,1
2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,12.752076881964085,1,12,1
2011-01-06 13:00:00,1,0,1,1,10.66,13.635,35,7.0015,0,13,1
2011-01-06 14:00:00,1,0,1,1,11.48,13.635,36,11.0014,0,14,1
2011-01-06 15:00:00,1,0,1,1,11.48,13.635,36,18.15004813119872,1,15,1
2011-01-06 16:00:00,1,0,1,1,10.66,12.88,38,11.0014,0,16,1
2011-01-06 17:00:00,1,0,1,1,9.02,11.365,51,11.0014,0,17,1
2011-01-06 18:00:00,1,0,1,1,9.02,11.365,51,8.9981,0,18,1
2011-01-06 19:00:00,1,0,1,1,9.02,12.88,55,6.0032,0,19,1
2011-01-06 20:00:00,1,0,1,1,8.2,10.605,51,11.0014,0,20,1
2011-01-06 21:00:00,1,0,1,2,9.02,10.605,55,15.0013,0,21,1
2011-01-06 22:00:00,1,0,1,2,9.02,10.605,51,19.0012,0,22,1
2011-01-06 23:00:00,1,0,1,2,8.2,9.85,59,12.998,0,23,1
2011-01-07 00:00:00,1,0,1,2,8.2,9.85,64,12.998,0,0,1
2011-01-07 01:00:00,1,0,1,2,8.2,9.85,69,15.0013,0,1,1
2011-01-07 02:00:00,1,0,1,2,8.2,9.85,69,15.0013,0,2,1
2011-01-07 04:00:00,1,0,1,2,8.2,10.605,69,8.9981,0,4,1
2011-01-07 05:00:00,1,0,1,3,9.02,13.635,55,13.154224088833022,1,5,1
2011-01-07 06:00:00,1,0,1,2,8.2,12.88,69,8.312237696276906,1,6,1
2011-01-07 07:00:00,1,0,1,1,8.2,10.605,69,8.9981,0,7,1
2011-01-07 08:00:00,1,0,1,1,8.2,9.85,51,16.9979,0,8,1
2011-01-07 09:00:00,1,0,1,1,8.2,9.09,47,19.9995,0,9,1
2011-01-07 10:00:00,1,0,1,1,9.02,9.85,37,22.0028,0,10,1
2011-01-07 11:00:00,1,0,1,2,8.2,9.85,40,15.0013,0,11,1
2011-01-07 12:00:00,1,0,1,2,8.2,9.85,37,16.9979,0,12,1
2011-01-07 13:00:00,1,0,1,2,8.2,9.09,37,19.0012,0,13,1
2011-01-07 14:00:00,1,0,1,2,8.2,9.85,40,16.9979,0,14,1
2011-01-07 15:00:00,1,0,1,2,8.2,10.605,37,11.0014,0,15,1
2011-01-07 16:00:00,1,0,1,2,8.2,10.605,37,11.0014,0,16,1
2011-01-07 17:00:00,1,0,1,2,8.2,12.88,37,7.80911632205796,1,17,1
2011-01-07 18:00:00,1,0,1,1,8.2,11.365,40,6.0032,0,18,1
2011-01-07 19:00:00,1,0,1,1,6.56,9.85,55,6.0032,0,19,1
2011-01-07 20:00:00,1,0,1,1,7.38,10.605,47,7.0015,0,20,1
2011-01-07 21:00:00,1,0,1,1,7.38,9.85,47,8.9981,0,21,1
2011-01-07 22:00:00,1,0,1,2,7.38,9.85,43,11.0014,0,22,1
2011-01-07 23:00:00,1,0,1,2,7.38,9.85,51,11.0014,0,23,1
2011-01-08 00:00:00,1,0,0,2,7.38,9.85,51,11.0014,0,0,1
2011-01-08 01:00:00,1,0,0,2,7.38,10.605,55,6.0032,0,1,1
2011-01-08 02:00:00,1,0,0,2,7.38,12.12,55,7.612652395337898,1,2,1
2011-01-08 03:00:00,1,0,0,3,7.38,9.85,55,11.0014,0,3,1
2011-01-08 04:00:00,1,0,0,3,7.38,9.85,55,11.0014,0,4,1
2011-01-08 05:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,5,1
2011-01-08 06:00:00,1,0,0,2,6.56,8.335,74,11.0014,0,6,1
2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,0,7,1
2011-01-08 08:00:00,1,0,0,3,6.56,9.09,93,7.0015,0,8,1
2011-01-08 09:00:00,1,0,0,3,6.56,9.09,93,7.0015,0,9,1
2011-01-08 10:00:00,1,0,0,2,7.38,9.85,80,11.0014,0,10,1
2011-01-08 11:00:00,1,0,0,2,8.2,9.09,69,26.0027,0,11,1
2011-01-08 12:00:00,1,0,0,2,8.2,9.09,59,23.9994,0,12,1
2011-01-08 13:00:00,1,0,0,1,8.2,9.09,44,22.0028,0,13,1
2011-01-08 14:00:00,1,0,0,1,8.2,8.335,32,32.9975,0,14,1
2011-01-08 15:00:00,1,0,0,1,8.2,8.335,32,30.0026,0,15,1
2011-01-08 16:00:00,1,0,0,1,7.38,6.82,29,30.0026,0,16,1
2011-01-08 17:00:00,1,0,0,1,6.56,6.06,37,36.9974,0,17,1
2011-01-08 18:00:00,1,0,0,1,5.74,6.06,39,19.9995,0,18,1
2011-01-08 19:00:00,1,0,0,1,5.74,6.06,36,16.9979,0,19,1
2011-01-08 20:00:00,1,0,0,1,4.92,6.06,36,16.9979,0,20,1
2011-01-08 21:00:00,1,0,0,1,4.92,5.305,39,23.9994,0,21,1
2011-01-08 22:00:00,1,0,0,1,4.92,5.305,36,26.0027,0,22,1
2011-01-08 23:00:00,1,0,0,1,4.1,3.03,39,30.0026,0,23,1
2011-01-09 00:00:00,1,0,0,1,4.1,3.79,42,26.0027,0,0,1
2011-01-09 01:00:00,1,0,0,1,4.1,3.03,42,31.0009,0,1,1
2011-01-09 02:00:00,1,0,0,1,4.1,3.03,46,31.0009,0,2,1
2011-01-09 03:00:00,1,0,0,1,4.1,3.79,46,27.9993,0,3,1
2011-01-09 04:00:00,1,0,0,1,3.28,4.545,53,12.998,0,4,1
2011-01-09 05:00:00,1,0,0,1,3.28,4.545,53,12.998,0,5,1
2011-01-09 06:00:00,1,0,0,1,4.1,4.545,49,19.0012,0,6,1
2011-01-09 07:00:00,1,0,0,1,3.28,4.545,53,12.998,0,7,1
2011-01-09 08:00:00,1,0,0,1,4.1,4.545,49,19.0012,0,8,1
2011-01-09 09:00:00,1,0,0,1,4.92,3.79,46,35.0008,0,9,1
2011-01-09 10:00:00,1,0,0,1,5.74,5.305,43,26.0027,0,10,1
2011-01-09 11:00:00,1,0,0,1,6.56,6.06,40,35.0008,0,11,1
2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,0,12,1
2011-01-09 13:00:00,1,0,0,1,8.2,8.335,34,30.0026,0,13,1
2011-01-09 14:00:00,1,0,0,1,9.02,9.09,32,31.0009,0,14,1
2011-01-09 15:00:00,1,0,0,1,9.02,9.85,35,23.9994,0,15,1
2011-01-09 16:00:00,1,0,0,1,8.2,8.335,34,30.0026,0,16,1
2011-01-09 17:00:00,1,0,0,1,7.38,7.575,37,26.0027,0,17,1
2011-01-09 18:00:00,1,0,0,1,6.56,6.82,40,22.0028,0,18,1
2011-01-09 19:00:00,1,0,0,1,6.56,6.82,43,22.0028,0,19,1
2011-01-09 20:00:00,1,0,0,1,5.74,6.06,46,16.9979,0,20,1
2011-01-09 21:00:00,1,0,0,1,5.74,5.305,46,27.9993,0,21,1
2011-01-09 22:00:00,1,0,0,1,5.74,6.06,46,19.9995,0,22,1
2011-01-09 23:00:00,1,0,0,1,4.92,6.82,50,12.998,0,23,1
2011-01-10 00:00:00,1,0,1,1,4.92,6.06,50,19.0012,0,0,1
2011-01-10 01:00:00,1,0,1,1,4.92,6.06,50,19.0012,0,1,1
2011-01-10 02:00:00,1,0,1,1,4.92,6.06,50,15.0013,0,2,1
2011-01-10 03:00:00,1,0,1,1,4.92,6.06,50,15.0013,0,3,1
2011-01-10 04:00:00,1,0,1,1,4.1,6.06,54,8.9981,0,4,1
2011-01-10 05:00:00,1,0,1,1,4.1,5.305,54,16.9979,0,5,1
2011-01-10 06:00:00,1,0,1,1,4.92,6.06,50,19.0012,0,6,1
2011-01-10 07:00:00,1,0,1,1,4.92,6.06,50,15.0013,0,7,1
2011-01-10 08:00:00,1,0,1,2,4.92,6.06,50,19.0012,0,8,1
2011-01-10 09:00:00,1,0,1,2,5.74,6.06,50,16.9979,0,9,1
2011-01-10 10:00:00,1,0,1,2,5.74,6.06,50,19.9995,0,10,1
2011-01-10 11:00:00,1,0,1,2,6.56,6.82,47,19.0012,0,11,1
2011-01-10 12:00:00,1,0,1,2,8.2,9.09,40,19.0012,0,12,1
2011-01-10 13:00:00,1,0,1,2,8.2,9.09,40,19.0012,0,13,1
2011-01-10 14:00:00,1,0,1,2,8.2,9.85,40,15.0013,0,14,1
2011-01-10 15:00:00,1,0,1,2,8.2,9.85,40,15.0013,0,15,1
2011-01-10 16:00:00,1,0,1,1,8.2,10.605,40,8.9981,0,16,1
2011-01-10 17:00:00,1,0,1,1,8.2,11.365,40,7.0015,0,17,1
2011-01-10 18:00:00,1,0,1,1,8.2,9.85,40,15.0013,0,18,1
2011-01-10 19:00:00,1,0,1,1,6.56,8.335,47,11.0014,0,19,1
2011-01-10 20:00:00,1,0,1,1,6.56,8.335,50,11.0014,0,20,1
2011-01-10 21:00:00,1,0,1,1,5.74,6.82,59,12.998,0,21,1
2011-01-10 22:00:00,1,0,1,1,5.74,7.575,59,11.0014,0,22,1
2011-01-10 23:00:00,1,0,1,1,5.74,7.575,59,11.0014,0,23,1
2011-01-11 00:00:00,1,0,1,1,5.74,8.335,59,7.0015,0,0,1
2011-01-11 01:00:00,1,0,1,1,5.74,7.575,59,11.0014,0,1,1
2011-01-11 02:00:00,1,0,1,2,6.56,7.575,55,12.998,0,2,1
2011-01-11 05:00:00,1,0,1,2,6.56,9.09,55,8.9981,0,5,1
2011-01-11 06:00:00,1,0,1,2,6.56,9.09,55,8.9981,0,6,1
2011-01-11 07:00:00,1,0,1,2,6.56,11.365,55,7.799506550616982,1,7,1
2011-01-11 08:00:00,1,0,1,2,7.38,10.605,51,6.0032,0,8,1
2011-01-11 09:00:00,1,0,1,2,7.38,9.85,51,11.0014,0,9,1
2011-01-11 10:00:00,1,0,1,2,8.2,10.605,51,11.0014,0,10,1
2011-01-11 11:00:00,1,0,1,2,8.2,10.605,47,8.9981,0,11,1
2011-01-11 12:00:00,1,0,1,2,8.2,11.365,51,7.0015,0,12,1
2011-01-11 13:00:00,1,0,1,2,8.2,11.365,59,6.0032,0,13,1
2011-01-11 14:00:00,1,0,1,2,8.2,11.365,59,6.0032,0,14,1
2011-01-11 15:00:00,1,0,1,2,6.56,9.85,80,6.0032,0,15,1
2011-01-11 16:00:00,1,0,1,2,6.56,7.575,86,15.0013,0,16,1
2011-01-11 17:00:00,1,0,1,2,6.56,7.575,86,15.0013,0,17,1
2011-01-11 18:00:00,1,0,1,3,6.56,9.09,93,7.0015,0,18,1
2011-01-11 19:00:00,1,0,1,3,6.56,11.365,93,7.22125365071928,1,19,1
2011-01-11 20:00:00,1,0,1,3,6.56,7.575,93,12.998,0,20,1
2011-01-11 21:00:00,1,0,1,3,6.56,9.85,86,6.0032,0,21,1
2011-01-11 22:00:00,1,0,1,3,6.56,9.09,93,7.0015,0,22,1
2011-01-11 23:00:00,1,0,1,3,6.56,9.85,93,6.0032,0,23,1
2011-01-12 00:00:00,1,0,1,2,6.56,9.85,86,6.0032,0,0,1
2011-01-12 01:00:00,1,0,1,2,6.56,9.09,86,7.0015,0,1,1
2011-01-12 02:00:00,1,0,1,1,5.74,7.575,86,8.9981,0,2,1
2011-01-12 05:00:00,1,0,1,1,5.74,7.575,86,11.0014,0,5,1
2011-01-12 06:00:00,1,0,1,1,4.92,7.575,93,8.9981,0,6,1
2011-01-12 07:00:00,1,0,1,1,5.74,7.575,69,8.9981,0,7,1
2011-01-12 08:00:00,1,0,1,1,6.56,8.335,59,11.0014,0,8,1
2011-01-12 09:00:00,1,0,1,1,6.56,6.82,59,22.0028,0,9,1
2011-01-12 10:00:00,1,0,1,1,7.38,9.09,55,15.0013,0,10,1
2011-01-12 11:00:00,1,0,1,1,8.2,9.09,51,26.0027,0,11,1
2011-01-12 12:00:00,1,0,1,1,8.2,7.575,47,39.0007,0,12,1
2011-01-12 13:00:00,1,0,1,1,9.02,9.85,44,23.9994,0,13,1
2011-01-12 14:00:00,1,0,1,1,8.2,9.09,47,22.0028,0,14,1
2011-01-12 15:00:00,1,0,1,1,8.2,8.335,47,27.9993,0,15,1
2011-01-12 16:00:00,1,0,1,1,9.02,9.85,44,22.0028,0,16,1
2011-01-12 17:00:00,1,0,1,1,8.2,9.09,47,23.9994,0,17,1
2011-01-12 18:00:00,1,0,1,1,8.2,7.575,47,35.0008,0,18,1
2011-01-12 19:00:00,1,0,1,1,7.38,7.575,47,27.9993,0,19,1
2011-01-12 20:00:00,1,0,1,1,6.56,6.82,50,22.0028,0,20,1
2011-01-12 21:00:00,1,0,1,1,6.56,6.82,55,22.0028,0,21,1
2011-01-12 22:00:00,1,0,1,1,6.56,6.06,55,30.0026,0,22,1
2011-01-12 23:00:00,1,0,1,1,5.74,5.305,59,27.9993,0,23,1
2011-01-13 00:00:00,1,0,1,1,5.74,6.06,59,19.0012,0,0,1
2011-01-13 01:00:00,1,0,1,1,5.74,6.06,50,19.0012,0,1,1
2011-01-13 02:00:00,1,0,1,1,5.74,6.06,50,23.9994,0,2,1
2011-01-13 03:00:00,1,0,1,1,5.74,6.06,50,22.0028,0,3,1
2011-01-13 04:00:00,1,0,1,1,5.74,6.06,50,16.9979,0,4,1
2011-01-13 05:00:00,1,0,1,1,5.74,6.06,50,19.9995,0,5,1
2011-01-13 06:00:00,1,0,1,1,4.92,7.575,54,8.9981,0,6,1
2011-01-13 07:00:00,1,0,1,1,4.92,7.575,54,8.9981,0,7,1
2011-01-13 08:00:00,1,0,1,1,5.74,6.82,50,12.998,0,8,1
2011-01-13 09:00:00,1,0,1,1,5.74,6.06,50,22.0028,0,9,1
2011-01-13 10:00:00,1,0,1,2,6.56,6.82,50,23.9994,0,10,1
2011-01-13 11:00:00,1,0,1,2,8.2,8.335,44,30.0026,0,11,1
2011-01-13 12:00:00,1,0,1,1,8.2,8.335,44,27.9993,0,12,1
2011-01-13 13:00:00,1,0,1,1,9.02,9.85,41,30.0026,0,13,1
2011-01-13 14:00:00,1,0,1,1,9.02,9.85,41,26.0027,0,14,1
2011-01-13 15:00:00,1,0,1,1,9.84,10.605,38,19.9995,0,15,1
2011-01-13 16:00:00,1,0,1,1,9.84,10.605,38,23.9994,0,16,1
2011-01-13 17:00:00,1,0,1,1,8.2,9.09,40,19.0012,0,17,1
2011-01-13 18:00:00,1,0,1,1,8.2,9.09,40,22.0028,0,18,1
2011-01-13 19:00:00,1,0,1,1,6.56,7.575,47,16.9979,0,19,1
2011-01-13 20:00:00,1,0,1,1,6.56,7.575,47,15.0013,0,20,1
2011-01-13 21:00:00,1,0,1,1,5.74,6.06,46,19.9995,0,21,1
2011-01-13 22:00:00,1,0,1,1,5.74,6.06,46,22.0028,0,22,1
2011-01-13 23:00:00,1,0,1,1,4.92,6.82,50,12.998,0,23,1
2011-01-14 00:00:00,1,0,1,1,4.92,6.82,50,12.998,0,0,1
2011-01-14 01:00:00,1,0,1,1,4.1,6.06,54,11.0014,0,1,1
2011-01-14 02:00:00,1,0,1,1,4.1,6.06,54,8.9981,0,2,1
2011-01-14 03:00:00,1,0,1,1,4.1,6.82,54,7.0015,0,3,1
2011-01-14 05:00:00,1,0,1,1,4.1,6.82,54,6.0032,0,5,1
2011-01-14 06:00:00,1,0,1,1,4.1,9.09,54,8.268441290631563,1,6,1
2011-01-14 07:00:00,1,0,1,1,4.1,6.06,74,11.0014,0,7,1
2011-01-14 08:00:00,1,0,1,1,4.92,8.335,68,11.223789553923204,1,8,1
2011-01-14 09:00:00,1,0,1,1,5.74,7.575,69,8.9981,0,9,1
2011-01-14 10:00:00,1,0,1,1,7.38,9.09,55,12.998,0,10,1
2011-01-14 11:00:00,1,0,1,1,7.38,8.335,51,19.0012,0,11,1
2011-01-14 12:00:00,1,0,1,1,8.2,9.85,44,16.9979,0,12,1
2011-01-14 13:00:00,1,0,1,1,9.02,9.85,37,26.0027,0,13,1
2011-01-14 14:00:00,1,0,1,1,9.02,10.605,41,19.0012,0,14,1
2011-01-14 15:00:00,1,0,1,1,9.84,12.12,38,11.0014,0,15,1
2011-01-14 16:00:00,1,0,1,1,9.02,12.12,41,7.0015,0,16,1
2011-01-14 17:00:00,1,0,1,1,9.02,11.365,41,11.0014,0,17,1
2011-01-14 18:00:00,1,0,1,1,8.2,12.88,47,8.69046242511342,1,18,1
2011-01-14 19:00:00,1,0,1,1,6.56,9.85,59,6.0032,0,19,1
2011-01-14 20:00:00,1,0,1,1,7.38,12.12,59,9.05412538083346,1,20,1
2011-01-14 21:00:00,1,0,1,1,6.56,11.365,69,8.530945236374237,1,21,1
2011-01-14 22:00:00,1,0,1,2,6.56,11.365,69,9.073565778898327,1,22,1
2011-01-14 23:00:00,1,0,1,2,7.38,12.12,55,9.22389927102645,1,23,1
2011-01-15 00:00:00,1,0,0,1,7.38,12.12,55,7.889428386028346,1,0,1
2011-01-15 01:00:00,1,0,0,2,6.56,9.85,59,6.0032,0,1,1
2011-01-15 02:00:00,1,0,0,2,6.56,9.85,59,6.0032,0,2,1
2011-01-15 03:00:00,1,0,0,2,6.56,11.365,59,7.196540897440859,1,3,1
2011-01-15 04:00:00,1,0,0,2,6.56,11.365,59,7.243602441154547,1,4,1
